,query_index,score_type,all_scores,average_score,two_agreement,three_agreement,arr_var,arr_std
79,10,conciseness,"[4, 4, 3]",3.6666666666666665,1,0,0.22222222222222224,0.5773502691896258
80,10,understandability,"[4, 4, 4]",4.0,1,1,0.0,0.0
81,5,completeness,"[2, 3, 3]",2.6666666666666665,1,0,0.22222222222222224,0.5773502691896258
82,5,completeness,"[4, 4, 4]",4.0,1,1,0.0,0.0
83,5,completeness,"[3, 3, 3]",3.0,1,1,0.0,0.0
84,5,completeness,"[4, 3, 3]",3.3333333333333335,1,0,0.22222222222222224,0.5773502691896258
85,5,conciseness,"[3, 3, 4]",3.3333333333333335,1,0,0.22222222222222224,0.5773502691896258
86,5,conciseness,"[4, 4, 4]",4.0,1,1,0.0,0.0
87,5,conciseness,"[4, 4, 4]",4.0,1,1,0.0,0.0
88,5,conciseness,"[4, 3, 4]",3.6666666666666665,1,0,0.22222222222222224,0.5773502691896258
89,5,understandability,"[4, 3, 4]",3.6666666666666665,1,0,0.22222222222222224,0.5773502691896258
90,5,understandability,"[4, 4, 4]",4.0,1,1,0.0,0.0
91,5,understandability,"[4, 3, 4]",3.6666666666666665,1,0,0.22222222222222224,0.5773502691896258
92,5,understandability,"[4, 3, 4]",3.6666666666666665,1,0,0.22222222222222224,0.5773502691896258
